,Retail Sales Exp MoM,Retail Sales MoM,Retail Sales Release,Payrolls,Citi Suprise,Payrolls,Payrolls Exp,Payrolls Release,ISM Manufacturing,ISM Manufacturing Exp,ISM Manufacturing Release,S&P 500 TR,S&P 500 Price
1994-04-29,,1.9,,465.0,,465.0,,,56.9,,,553.66,450.91
1994-05-02,,0.0,,350.0,,350.0,,,57.4,,,556.44,453.02
1994-05-03,,0.0,,350.0,,350.0,,,57.4,,,556.54,453.03
1994-05-04,,0.0,,350.0,,350.0,,,57.4,,,555.0,451.72
1994-05-05,,0.0,,350.0,,350.0,,,57.4,,,554.78,451.38
1994-05-06,,0.0,,350.0,,350.0,,,57.4,,,550.46,447.82
1994-05-09,,0.0,,350.0,,350.0,,,57.4,,,544.14,442.32
1994-05-10,,0.0,,350.0,,350.0,,,57.4,,,548.72,446.01
1994-05-11,,0.0,,350.0,,350.0,,,57.4,,,543.2,441.49
1994-05-12,,0.0,,350.0,,350.0,,,57.4,,,546.01,443.75
1994-05-13,,0.0,,350.0,,350.0,,,57.4,,,546.5,444.14
1994-05-16,,0.0,,350.0,,350.0,,,57.4,,,547.1,444.49
1994-05-17,,0.0,,350.0,,350.0,,,57.4,,,553.21,449.37
1994-05-18,,0.0,,350.0,,350.0,,,57.4,,,558.56,453.69
1994-05-19,,0.0,,350.0,,350.0,,,57.4,,,562.02,456.48
1994-05-20,,0.0,,350.0,,350.0,,,57.4,,,560.35,454.92
1994-05-23,,0.0,,350.0,,350.0,,,57.4,,,558.3,453.2
1994-05-24,,0.0,,350.0,,350.0,,,57.4,,,560.39,454.81
1994-05-25,,0.0,,350.0,,350.0,,,57.4,,,562.43,456.34
1994-05-26,,0.0,,350.0,,350.0,,,57.4,,,563.32,457.06
1994-05-27,,0.0,,350.0,,350.0,,,57.4,,,563.76,457.33
1994-05-30,,0.0,,350.0,,350.0,,,57.4,,,563.76,457.33
1994-05-31,,-0.4,,333.0,,333.0,,,58.2,,,562.75,456.5
1994-06-01,,-0.4,,333.0,,333.0,,,58.2,,,564.19,457.63
1994-06-02,,-0.4,,333.0,,333.0,,,58.2,,,564.34,457.65
1994-06-03,,-0.4,,333.0,,333.0,,,58.2,,,567.43,460.13
1994-06-06,,-0.4,,333.0,,333.0,,,58.2,,,566.01,458.88
1994-06-07,,-0.4,,333.0,,333.0,,,58.2,,,565.21,458.21
1994-06-08,,-0.4,,333.0,,333.0,,,58.2,,,563.8,457.06
1994-06-09,,-0.4,,333.0,,333.0,,,58.2,,,565.05,457.86
1994-06-10,,-0.4,,333.0,,333.0,,,58.2,,,566.06,458.67
1994-06-13,,-0.4,,333.0,,333.0,,,58.2,,,566.61,459.1
1994-06-14,,-0.4,,333.0,,333.0,,,58.2,,,570.68,462.37
1994-06-15,,-0.4,,333.0,,333.0,,,58.2,,,568.53,460.61
1994-06-16,,-0.4,,333.0,,333.0,,,58.2,,,570.2,461.93
1994-06-17,,-0.4,,333.0,,333.0,,,58.2,,,565.91,458.45
1994-06-20,,-0.4,,333.0,,333.0,,,58.2,,,562.25,455.48
1994-06-21,,-0.4,,333.0,,333.0,,,58.2,,,557.14,451.34
1994-06-22,,-0.4,,333.0,,333.0,,,58.2,,,559.3,453.09
1994-06-23,,-0.4,,333.0,,333.0,,,58.2,,,555.04,449.63
1994-06-24,,-0.4,,333.0,,333.0,,,58.2,,,546.85,442.8
1994-06-27,,-0.4,,333.0,,333.0,,,58.2,,,552.49,447.31
1994-06-28,,-0.4,,333.0,,333.0,,,58.2,,,551.1,446.07
1994-06-29,,-0.4,,333.0,,333.0,,,58.2,,,553.08,447.63
1994-06-30,,1.2,,315.0,,315.0,,,58.8,,,548.96,444.27
1994-07-01,,1.2,,315.0,,315.0,,,58.8,,,551.47,446.2
1994-07-04,,1.2,,315.0,,315.0,,,58.8,,,551.47,446.2
1994-07-05,,1.2,,315.0,,315.0,,,58.8,,,551.83,446.37
1994-07-06,,1.2,,315.0,,315.0,,,58.8,,,551.55,446.13
1994-07-07,,1.2,,315.0,,315.0,,,58.8,,,554.33,448.38
1994-07-08,,1.2,,315.0,,315.0,,,58.8,,,555.77,449.55
1994-07-11,,1.2,,315.0,,315.0,,,58.8,,,554.0,448.06
1994-07-12,,1.2,,315.0,,315.0,,,58.8,,,553.87,447.95
1994-07-13,,1.2,,315.0,,315.0,,,58.8,,,554.83,448.73
1994-07-14,,1.2,,315.0,,315.0,,,58.8,,,560.68,453.41
1994-07-15,,1.2,,315.0,,315.0,,,58.8,,,561.6,454.16
1994-07-18,,1.2,,315.0,,315.0,,,58.8,,,562.97,455.22
1994-07-19,,1.2,,315.0,,315.0,,,58.8,,,561.31,453.86
1994-07-20,,1.2,,315.0,,315.0,,,58.8,,,558.52,451.6
1994-07-21,,1.2,,315.0,,315.0,,,58.8,,,559.77,452.61
1994-07-22,,1.2,,315.0,,315.0,,,58.8,,,560.39,453.11
1994-07-25,,1.2,,315.0,,315.0,,,58.8,,,561.89,454.25
1994-07-26,,1.2,,315.0,,315.0,,,58.8,,,560.86,453.36
1994-07-27,,1.2,,315.0,,315.0,,,58.8,,,559.92,452.57
1994-07-28,,1.2,,315.0,,315.0,,,58.8,,,561.97,454.23
1994-07-29,,1.2,,315.0,,315.0,,,58.8,,,566.98,458.26
1994-08-01,,0.3,,373.0,,373.0,,,58.5,,,570.54,461.01
1994-08-02,,0.3,,373.0,,373.0,,,58.5,,,570.16,460.56
1994-08-03,,0.3,,373.0,,373.0,,,58.5,,,571.29,461.45
1994-08-04,,0.3,,373.0,,373.0,,,58.5,,,567.67,458.4
1994-08-05,,0.3,,373.0,,373.0,,,58.5,,,566.07,457.09
1994-08-08,,0.3,,373.0,,373.0,,,58.5,,,567.19,457.89
1994-08-09,,0.3,,373.0,,373.0,,,58.5,,,567.51,457.93
1994-08-10,,0.3,,373.0,,373.0,,,58.5,,,570.5,460.3
1994-08-11,,0.3,,373.0,,373.0,,,58.5,,,568.76,458.88
1994-08-12,,0.3,,373.0,,373.0,,,58.5,,,572.59,461.94
1994-08-15,,0.3,,373.0,,373.0,,,58.5,,,571.89,461.23
1994-08-16,,0.3,,373.0,,373.0,,,58.5,,,576.66,465.01
1994-08-17,,0.3,,373.0,,373.0,,,58.5,,,576.89,465.17
1994-08-18,,0.3,,373.0,,373.0,,,58.5,,,574.43,463.17
1994-08-19,,0.3,,373.0,,373.0,,,58.5,,,575.08,463.68
1994-08-22,,0.3,,373.0,,373.0,,,58.5,,,573.46,462.32
1994-08-23,,0.3,,373.0,,373.0,,,58.5,,,576.19,464.51
1994-08-24,,0.3,,373.0,,373.0,,,58.5,,,581.83,469.03
1994-08-25,,0.3,,373.0,,373.0,,,58.5,,,580.74,468.08
1994-08-26,,0.3,,373.0,,373.0,,,58.5,,,587.96,473.8
1994-08-29,,0.3,,373.0,,373.0,,,58.5,,,589.05,474.59
1994-08-30,,0.3,,373.0,,373.0,,,58.5,,,590.93,476.07
1994-08-31,,1.2,,282.0,,282.0,,,58.0,,,590.23,475.49
1994-09-01,,1.2,,282.0,,282.0,,,58.0,,,587.45,473.17
1994-09-02,,1.2,,282.0,,282.0,,,58.0,,,584.91,470.99
1994-09-05,,1.2,,282.0,,282.0,,,58.0,,,584.91,470.99
1994-09-06,,1.2,,282.0,,282.0,,,58.0,,,586.02,471.86
1994-09-07,,1.2,,282.0,,282.0,,,58.0,,,584.91,470.96
1994-09-08,,1.2,,282.0,,282.0,,,58.0,,,587.64,473.14
1994-09-09,,1.2,,282.0,,282.0,,,58.0,,,581.74,468.18
1994-09-12,,1.2,,282.0,,282.0,,,58.0,,,579.33,466.21
1994-09-13,,1.2,,282.0,,282.0,,,58.0,,,580.97,467.51
1994-09-14,,1.2,,282.0,,282.0,,,58.0,,,582.57,468.8
1994-09-15,,1.2,,282.0,,282.0,,,58.0,,,590.08,474.81
1994-09-16,,1.2,,282.0,,282.0,,,58.0,,,585.59,471.19
1994-09-19,,1.2,,282.0,,282.0,,,58.0,,,585.4,470.85
1994-09-20,,1.2,,282.0,,282.0,,,58.0,,,576.11,463.36
1994-09-21,,1.2,,282.0,,282.0,,,58.0,,,573.75,461.46
1994-09-22,,1.2,,282.0,,282.0,,,58.0,,,573.52,461.27
1994-09-23,,1.2,,282.0,,282.0,,,58.0,,,571.53,459.67
1994-09-26,,1.2,,282.0,,282.0,,,58.0,,,573.33,460.82
1994-09-27,,1.2,,282.0,,282.0,,,58.0,,,574.87,462.05
1994-09-28,,1.2,,282.0,,282.0,,,58.0,,,578.35,464.84
1994-09-29,,1.2,,282.0,,282.0,,,58.0,,,575.2,462.24
1994-09-30,,0.8,,353.0,,353.0,,,59.0,,,575.79,462.69
1994-10-03,,0.8,,353.0,,353.0,,,59.0,,,574.82,461.74
1994-10-04,,0.8,,353.0,,353.0,,,59.0,,,566.05,454.59
1994-10-05,,0.8,,353.0,,353.0,,,59.0,,,564.72,453.52
1994-10-06,,0.8,,353.0,,353.0,,,59.0,,,563.28,452.36
1994-10-07,,0.8,,353.0,,353.0,,,59.0,,,566.75,455.1
1994-10-10,,0.8,,353.0,,353.0,,,59.0,,,571.66,459.04
1994-10-11,,0.8,,353.0,,353.0,,,59.0,,,580.09,465.79
1994-10-12,,0.8,,353.0,,353.0,,,59.0,,,579.69,465.47
1994-10-13,,0.8,,353.0,,353.0,,,59.0,,,582.18,467.77
1994-10-14,,0.8,,353.0,,353.0,,,59.0,,,584.26,469.1
1994-10-17,,0.8,,353.0,,353.0,,,59.0,,,584.14,468.96
1994-10-18,,0.8,,353.0,,353.0,,,59.0,,,582.54,467.66
1994-10-19,,0.8,,353.0,,353.0,,,59.0,,,585.81,470.28
1994-10-20,,0.8,,353.0,,353.0,,,59.0,,,581.54,466.85
1994-10-21,,0.8,,353.0,,353.0,,,59.0,,,579.1,464.89
1994-10-24,,0.8,,353.0,,353.0,,,59.0,,,574.09,460.83
1994-10-25,,0.8,,353.0,,353.0,,,59.0,,,575.03,461.53
1994-10-26,,0.8,,353.0,,353.0,,,59.0,,,576.45,462.62
1994-10-27,,0.8,,353.0,,353.0,,,59.0,,,580.48,465.85
1994-10-28,,0.8,,353.0,,353.0,,,59.0,,,590.38,473.77
1994-10-31,,0.9,,213.0,,213.0,,,59.4,,,588.73,472.35
1994-11-01,,0.9,,213.0,,213.0,,,59.4,,,583.98,468.42
1994-11-02,,0.9,,213.0,,213.0,,,59.4,,,581.65,466.5
1994-11-03,,0.9,,213.0,,213.0,,,59.4,,,583.49,467.91
1994-11-04,,0.9,,213.0,,213.0,,,59.4,,,576.75,462.28
1994-11-07,,0.9,,213.0,,213.0,,,59.4,,,577.91,463.07
1994-11-08,,0.9,,213.0,,213.0,,,59.4,,,581.27,465.65
1994-11-09,,0.9,,213.0,,213.0,,,59.4,,,581.01,465.4
1994-11-10,,0.9,,213.0,,213.0,,,59.4,,,579.76,464.37
1994-11-11,,0.9,,213.0,,213.0,,,59.4,,,577.24,462.35
1994-11-14,,0.9,,213.0,,213.0,,,59.4,,,581.99,466.04
1994-11-15,,0.9,,213.0,,213.0,,,59.4,,,580.75,465.03
1994-11-16,,0.9,,213.0,,213.0,,,59.4,,,581.57,465.6
1994-11-17,,0.9,,213.0,,213.0,,,59.4,,,579.04,463.56
1994-11-18,,0.9,,213.0,,213.0,,,59.4,,,576.54,461.47
1994-11-21,,0.9,,213.0,,213.0,,,59.4,,,572.61,458.3
1994-11-22,,0.9,,213.0,,213.0,,,59.4,,,562.35,450.09
1994-11-23,,0.9,,213.0,,213.0,,,59.4,,,562.23,449.93
1994-11-24,,0.9,,213.0,,213.0,,,59.4,,,562.23,449.93
1994-11-25,,0.9,,213.0,,213.0,,,59.4,,,565.39,452.29
1994-11-28,,0.9,,213.0,,213.0,,,59.4,,,567.83,454.16
1994-11-29,,0.9,,213.0,,213.0,,,59.4,,,569.12,455.17
1994-11-30,,0.1,,420.0,,420.0,,,59.2,,,567.29,453.69
1994-12-01,,0.1,,420.0,,420.0,,,59.2,,,561.43,448.92
1994-12-02,,0.1,,420.0,,420.0,,,59.2,,,566.99,453.3
1994-12-05,,0.1,,420.0,,420.0,,,59.2,,,567.11,453.32
1994-12-06,,0.1,,420.0,,420.0,,,59.2,,,566.87,453.11
1994-12-07,,0.1,,420.0,,420.0,,,59.2,,,564.54,451.23
1994-12-08,,0.1,,420.0,,420.0,,,59.2,,,557.33,445.45
1994-12-09,,0.1,,420.0,,420.0,,,59.2,,,559.45,446.96
1994-12-12,,0.1,,420.0,,420.0,,,59.2,,,562.64,449.47
1994-12-13,,0.1,,420.0,,420.0,,,59.2,,,563.54,450.15
1994-12-14,,0.1,,420.0,,420.0,,,59.2,,,569.58,454.97
1994-12-15,,0.1,,420.0,,420.0,,,59.2,,,570.09,455.34
1994-12-16,,0.1,,420.0,,420.0,,,59.2,,,574.43,458.8
1994-12-19,,0.1,,420.0,,420.0,,,59.2,,,573.33,457.91
1994-12-20,,0.1,,420.0,,420.0,,,59.2,,,572.34,457.1
1994-12-21,,0.1,,420.0,,420.0,,,59.2,,,575.5,459.61
1994-12-22,,0.1,,420.0,,420.0,,,59.2,,,575.58,459.67
1994-12-23,,0.1,,420.0,,420.0,,,59.2,,,576.21,459.83
1994-12-26,,0.1,,420.0,,420.0,,,59.2,,,576.21,459.83
1994-12-27,,0.1,,420.0,,420.0,,,59.2,,,579.53,462.47
1994-12-28,,0.1,,420.0,,420.0,,,59.2,,,577.51,460.86
1994-12-29,,0.1,,420.0,,420.0,,,59.2,,,577.92,461.16
1994-12-30,,0.1,,420.0,,420.0,,,59.2,,,575.7,459.27
1995-01-02,,0.5,,277.0,,277.0,,,56.1,,,575.7,459.27
1995-01-03,,0.5,,277.0,,277.0,,,56.1,,,575.52,459.11
1995-01-04,,0.5,,277.0,,277.0,,,56.1,,,577.69,460.71
1995-01-05,,0.5,,277.0,,277.0,,,56.1,,,577.3,460.34
1995-01-06,,0.5,,277.0,,277.0,,,56.1,,,577.72,460.68
1995-01-09,,0.5,,277.0,,277.0,,,56.1,,,577.98,460.83
1995-01-10,,0.5,,277.0,,277.0,,,56.1,,,579.05,461.68
1995-01-11,,0.5,,277.0,,277.0,,,56.1,,,579.03,461.66
1995-01-12,,0.5,,277.0,,277.0,,,56.1,,,579.0,461.64
1995-01-13,,0.5,,277.0,,277.0,,,56.1,,,584.54,465.97
1995-01-16,,0.5,,277.0,,277.0,,,56.1,,,588.82,469.38
1995-01-17,,0.5,,277.0,,277.0,,,56.1,,,589.68,470.05
1995-01-18,,0.5,,277.0,,277.0,,,56.1,,,589.27,469.72
1995-01-19,,0.5,,277.0,,277.0,,,56.1,,,585.8,466.95
1995-01-20,,0.5,,277.0,,277.0,,,56.1,,,583.08,464.78
1995-01-23,,0.5,,277.0,,277.0,,,56.1,,,584.41,465.81
1995-01-24,,0.5,,277.0,,277.0,,,56.1,,,584.52,465.86
1995-01-25,,0.5,,277.0,,277.0,,,56.1,,,586.59,467.44
1995-01-26,,0.5,,277.0,,277.0,,,56.1,,,587.72,468.32
1995-01-27,,0.5,,277.0,,277.0,,,56.1,,,590.32,470.39
1995-01-30,,0.5,,277.0,,277.0,,,56.1,,,588.08,468.51
1995-01-31,,0.5,,324.0,,324.0,,,57.4,,,590.64,470.42
1995-02-01,,0.5,,324.0,,324.0,,,57.4,,,590.65,470.4
1995-02-02,,0.5,,324.0,,324.0,,,57.4,,,593.73,472.78
1995-02-03,,0.5,,324.0,,324.0,,,57.4,,,601.13,478.64
1995-02-06,,0.5,,324.0,,324.0,,,57.4,,,604.56,481.14
1995-02-07,,0.5,,324.0,,324.0,,,57.4,,,604.21,480.81
1995-02-08,,0.5,,324.0,,324.0,,,57.4,,,604.74,481.19
1995-02-09,,0.5,,324.0,,324.0,,,57.4,,,603.62,480.19
1995-02-10,,0.5,,324.0,,324.0,,,57.4,,,605.33,481.46
1995-02-13,,0.5,,324.0,,324.0,,,57.4,,,605.71,481.65
1995-02-14,,0.5,,324.0,,324.0,,,57.4,,,606.96,482.55
1995-02-15,,0.5,,324.0,,324.0,,,57.4,,,609.52,484.54
1995-02-16,,0.5,,324.0,,324.0,,,57.4,,,610.38,485.22
1995-02-17,,0.5,,324.0,,324.0,,,57.4,,,606.41,481.97
1995-02-20,,0.5,,324.0,,324.0,,,57.4,,,606.41,481.97
1995-02-21,,0.5,,324.0,,324.0,,,57.4,,,607.41,482.74
1995-02-22,,0.5,,324.0,,324.0,,,57.4,,,610.42,485.07
1995-02-23,,0.5,,324.0,,324.0,,,57.4,,,612.87,486.91
1995-02-24,,0.5,,324.0,,324.0,,,57.4,,,614.4,488.11
1995-02-27,,0.5,,324.0,,324.0,,,57.4,,,609.12,483.81
1995-02-28,,-1.6,,204.0,,204.0,,,55.1,,,613.65,487.39
1995-03-01,,-1.6,,204.0,,204.0,,,55.1,,,611.64,485.65
1995-03-02,,-1.6,,204.0,,204.0,,,55.1,,,611.01,485.13
1995-03-03,,-1.6,,204.0,,204.0,,,55.1,,,611.5,485.42
1995-03-06,,-1.6,,204.0,,204.0,,,55.1,,,611.87,485.63
1995-03-07,,-1.6,,204.0,,204.0,,,55.1,,,607.48,482.12
1995-03-08,,-1.6,,204.0,,204.0,,,55.1,,,608.77,483.14
1995-03-09,,-1.6,,204.0,,204.0,,,55.1,,,609.11,483.16
1995-03-10,,-1.6,,204.0,,204.0,,,55.1,,,617.2,489.57
1995-03-13,,-1.6,,204.0,,204.0,,,55.1,,,617.85,490.05
1995-03-14,,-1.6,,204.0,,204.0,,,55.1,,,621.45,492.89
1995-03-15,,-1.6,,204.0,,204.0,,,55.1,,,620.21,491.88
1995-03-16,,-1.6,,204.0,,204.0,,,55.1,,,624.71,495.41
1995-03-17,,-1.6,,204.0,,204.0,,,55.1,,,624.85,495.52
1995-03-20,,-1.6,,204.0,,204.0,,,55.1,,,625.65,496.15
1995-03-21,,-1.6,,204.0,,204.0,,,55.1,,,624.3,495.07
1995-03-22,,-1.6,,204.0,,204.0,,,55.1,,,625.06,495.67
1995-03-23,,-1.6,,204.0,,204.0,,,55.1,,,625.41,495.95
1995-03-24,,-1.6,,204.0,,204.0,,,55.1,,,631.74,500.97
1995-03-27,,-1.6,,204.0,,204.0,,,55.1,,,634.83,503.2
1995-03-28,,-1.6,,204.0,,204.0,,,55.1,,,635.72,503.9
1995-03-29,,-1.6,,204.0,,204.0,,,55.1,,,634.74,503.12
1995-03-30,,-1.6,,204.0,,204.0,,,55.1,,,633.65,502.22
1995-03-31,,0.9,,221.0,,221.0,,,52.1,,,631.76,500.71
1995-04-03,,0.9,,221.0,,221.0,,,52.1,,,633.32,501.85
1995-04-04,,0.9,,221.0,,221.0,,,52.1,,,637.77,505.24
1995-04-05,,0.9,,221.0,,221.0,,,52.1,,,638.31,505.57
1995-04-06,,0.9,,221.0,,221.0,,,52.1,,,638.95,506.08
1995-04-07,,0.9,,221.0,,221.0,,,52.1,,,639.44,506.42
1995-04-10,,0.9,,221.0,,221.0,,,52.1,,,640.21,507.01
1995-04-11,,0.9,,221.0,,221.0,,,52.1,,,638.34,505.53
1995-04-12,,0.9,,221.0,,221.0,,,52.1,,,640.46,507.17
1995-04-13,,0.9,,221.0,,221.0,,,52.1,,,643.07,509.23
1995-04-14,,0.9,,221.0,,221.0,,,52.1,,,643.07,509.23
1995-04-17,,0.9,,221.0,,221.0,,,52.1,,,639.22,506.13
1995-04-18,,0.9,,221.0,,221.0,,,52.1,,,638.28,505.37
1995-04-19,,0.9,,221.0,,221.0,,,52.1,,,637.73,504.92
1995-04-20,,0.9,,221.0,,221.0,,,52.1,,,638.19,505.29
1995-04-21,,0.9,,221.0,,221.0,,,52.1,,,642.24,508.49
1995-04-24,,0.9,,221.0,,221.0,,,52.1,,,647.93,512.89
1995-04-25,,0.9,,221.0,,221.0,,,52.1,,,647.01,512.1
1995-04-26,,0.9,,221.0,,221.0,,,52.1,,,647.77,512.66
1995-04-27,,0.9,,221.0,,221.0,,,52.1,,,648.89,513.55
1995-04-28,,0.9,,221.0,,221.0,,,52.1,,,650.36,514.71
1995-05-01,,0.4,,162.0,,162.0,,,51.5,,,649.95,514.26
1995-05-02,,0.4,,162.0,,162.0,,,51.5,,,650.81,514.86
1995-05-03,,0.4,,162.0,,162.0,,,51.5,,,657.94,520.48
1995-05-04,,0.4,,162.0,,162.0,,,51.5,,,658.22,520.54
1995-05-05,,0.4,,162.0,,162.0,,,51.5,,,657.74,520.12
1995-05-08,,0.4,,162.0,,162.0,,,51.5,,,662.82,523.96
1995-05-09,,0.4,,162.0,,162.0,,,51.5,,,662.58,523.56
1995-05-10,,0.4,,162.0,,162.0,,,51.5,,,663.65,524.36
1995-05-11,,0.4,,162.0,,162.0,,,51.5,,,663.76,524.37
1995-05-12,,0.4,,162.0,,162.0,,,51.5,,,665.27,525.55
1995-05-15,,0.4,,162.0,,162.0,,,51.5,,,668.23,527.74
1995-05-16,,0.4,,162.0,,162.0,,,51.5,,,668.89,528.19
1995-05-17,,0.4,,162.0,,162.0,,,51.5,,,667.48,527.07
1995-05-18,,0.4,,162.0,,162.0,,,51.5,,,658.04,519.58
1995-05-19,,0.4,,162.0,,162.0,,,51.5,,,657.85,519.19
1995-05-22,,0.4,,162.0,,162.0,,,51.5,,,663.57,523.65
1995-05-23,,0.4,,162.0,,162.0,,,51.5,,,669.85,528.59
1995-05-24,,0.4,,162.0,,162.0,,,51.5,,,669.95,528.61
1995-05-25,,0.4,,162.0,,162.0,,,51.5,,,670.1,528.59
1995-05-26,,0.4,,162.0,,162.0,,,51.5,,,663.95,523.65
1995-05-29,,0.4,,162.0,,162.0,,,51.5,,,663.95,523.65
1995-05-30,,0.4,,162.0,,162.0,,,51.5,,,663.89,523.58
1995-05-31,,1.0,,-15.0,,-15.0,,,46.7,,,676.36,533.4
1995-06-01,,1.0,,-15.0,,-15.0,,,46.7,,,676.53,533.49
1995-06-02,,1.0,,-15.0,,-15.0,,,46.7,,,675.4,532.51
1995-06-05,,1.0,,-15.0,,-15.0,,,46.7,,,679.32,535.6
1995-06-06,,1.0,,-15.0,,-15.0,,,46.7,,,679.36,535.55
1995-06-07,,1.0,,-15.0,,-15.0,,,46.7,,,676.29,533.13
1995-06-08,,1.0,,-15.0,,-15.0,,,46.7,,,675.39,532.35
1995-06-09,,1.0,,-15.0,,-15.0,,,46.7,,,669.8,527.94
1995-06-12,,1.0,,-15.0,,-15.0,,,46.7,,,673.56,530.88
1995-06-13,,1.0,,-15.0,,-15.0,,,46.7,,,680.41,536.05
1995-06-14,,1.0,,-15.0,,-15.0,,,46.7,,,680.99,536.47
1995-06-15,,1.0,,-15.0,,-15.0,,,46.7,,,681.82,537.12
1995-06-16,,1.0,,-15.0,,-15.0,,,46.7,,,685.26,539.83
1995-06-19,,1.0,,-15.0,,-15.0,,,46.7,,,692.14,545.22
1995-06-20,,1.0,,-15.0,,-15.0,,,46.7,,,691.85,544.98
1995-06-21,,1.0,,-15.0,,-15.0,,,46.7,,,690.59,543.98
1995-06-22,,1.0,,-15.0,,-15.0,,,46.7,,,699.63,551.07
1995-06-23,,1.0,,-15.0,,-15.0,,,46.7,,,697.92,549.71
1995-06-26,,1.0,,-15.0,,-15.0,,,46.7,,,690.84,544.13
1995-06-27,,1.0,,-15.0,,-15.0,,,46.7,,,688.68,542.43
1995-06-28,,1.0,,-15.0,,-15.0,,,46.7,,,691.89,544.73
1995-06-29,,1.0,,-15.0,,-15.0,,,46.7,,,690.8,543.87
1995-06-30,,1.2,,234.0,,234.0,,,45.9,,,692.07,544.75
1995-07-03,,1.2,,234.0,,234.0,,,45.9,,,695.08,547.09
1995-07-04,,1.2,,234.0,,234.0,,,45.9,,,695.08,547.09
1995-07-05,,1.2,,234.0,,234.0,,,45.9,,,695.41,547.26
1995-07-06,,1.2,,234.0,,234.0,,,45.9,,,704.14,553.99
1995-07-07,,1.2,,234.0,,234.0,,,45.9,,,707.28,556.37
1995-07-10,,1.2,,234.0,,234.0,,,45.9,,,708.33,557.19
1995-07-11,,1.2,,234.0,,234.0,,,45.9,,,705.28,554.78
1995-07-12,,1.2,,234.0,,234.0,,,45.9,,,713.1,560.89
1995-07-13,,1.2,,234.0,,234.0,,,45.9,,,713.26,561.0
1995-07-14,,1.2,,234.0,,234.0,,,45.9,,,711.85,559.89
1995-07-17,,1.2,,234.0,,234.0,,,45.9,,,715.45,562.72
1995-07-18,,1.2,,234.0,,234.0,,,45.9,,,710.1,558.46
1995-07-19,,1.2,,234.0,,234.0,,,45.9,,,700.66,550.98
1995-07-20,,1.2,,234.0,,234.0,,,45.9,,,703.93,553.54
1995-07-21,,1.2,,234.0,,234.0,,,45.9,,,704.04,553.62
1995-07-24,,1.2,,234.0,,234.0,,,45.9,,,707.87,556.63
1995-07-25,,1.2,,234.0,,234.0,,,45.9,,,713.56,561.1
1995-07-26,,1.2,,234.0,,234.0,,,45.9,,,714.25,561.61
1995-07-27,,1.2,,234.0,,234.0,,,45.9,,,718.95,565.22
1995-07-28,,1.2,,234.0,,234.0,,,45.9,,,716.07,562.93
1995-07-31,,-0.3,,96.0,,96.0,,,50.7,,,715.02,562.06
1995-08-01,,-0.3,,96.0,,96.0,,,50.7,,,711.95,559.64
1995-08-02,,-0.3,,96.0,,96.0,,,50.7,,,711.03,558.8
1995-08-03,,-0.3,,96.0,,96.0,,,50.7,,,711.16,558.75
1995-08-04,,-0.3,,96.0,,96.0,,,50.7,,,711.45,558.94
1995-08-07,,-0.3,,96.0,,96.0,,,50.7,,,712.91,560.03
1995-08-08,,-0.3,,96.0,,96.0,,,50.7,,,713.44,560.39
1995-08-09,,-0.3,,96.0,,96.0,,,50.7,,,712.68,559.71
1995-08-10,,-0.3,,96.0,,96.0,,,50.7,,,709.99,557.45
1995-08-11,,-0.3,,96.0,,96.0,,,50.7,,,707.14,555.11
1995-08-14,,-0.3,,96.0,,96.0,,,50.7,,,713.1,559.74
1995-08-15,,-0.3,,96.0,,96.0,,,50.7,,,711.71,558.57
1995-08-16,,-0.3,,96.0,,96.0,,,50.7,,,713.67,559.97
1995-08-17,,-0.3,,96.0,,96.0,,,50.7,,,712.52,559.04
1995-08-18,,-0.3,,96.0,,96.0,,,50.7,,,712.82,559.21
1995-08-21,,-0.3,,96.0,,96.0,,,50.7,,,711.44,558.11
1995-08-22,,-0.3,,96.0,,96.0,,,50.7,,,713.27,559.52
1995-08-23,,-0.3,,96.0,,96.0,,,50.7,,,710.34,557.14
1995-08-24,,-0.3,,96.0,,96.0,,,50.7,,,710.77,557.46
1995-08-25,,-0.3,,96.0,,96.0,,,50.7,,,714.15,560.1
1995-08-28,,-0.3,,96.0,,96.0,,,50.7,,,712.82,559.05
1995-08-29,,-0.3,,96.0,,96.0,,,50.7,,,714.13,560.0
1995-08-30,,-0.3,,96.0,,96.0,,,50.7,,,715.54,560.92
1995-08-31,,0.8,,253.0,,253.0,,,47.1,,,716.82,561.88
1995-09-01,,0.8,,253.0,,253.0,,,47.1,,,719.34,563.84
1995-09-04,,0.8,,253.0,,253.0,,,47.1,,,719.34,563.84
1995-09-05,,0.8,,253.0,,253.0,,,47.1,,,726.26,569.17
1995-09-06,,0.8,,253.0,,253.0,,,47.1,,,727.68,570.17
1995-09-07,,0.8,,253.0,,253.0,,,47.1,,,727.88,570.29
1995-09-08,,0.8,,253.0,,253.0,,,47.1,,,730.94,572.68
1995-09-11,,0.8,,253.0,,253.0,,,47.1,,,732.54,573.91
1995-09-12,,0.8,,253.0,,253.0,,,47.1,,,735.87,576.51
1995-09-13,,0.8,,253.0,,253.0,,,47.1,,,739.11,578.77
1995-09-14,,0.8,,253.0,,253.0,,,47.1,,,745.31,583.61
1995-09-15,,0.8,,253.0,,253.0,,,47.1,,,744.98,583.35
1995-09-18,,0.8,,253.0,,253.0,,,47.1,,,744.5,582.77
