,Run 0,Run 1,Run 2
1999-12-31,2.753120710515193,2.470398907240811,2.6734586151524087
2000-01-31,2.6382703563523178,2.2352629587090727,2.576068994768276
2000-02-28,2.6382703563523178,2.2352629587090727,2.576068994768276
2000-03-31,2.785294327612837,2.2262962274403204,2.6973597601625285
2000-04-30,2.7693827198304892,2.223474193213623,2.7921030701179497
2000-05-31,2.743454662122437,2.259954569085394,2.768617236678644
2000-06-30,2.7073135895377463,2.15650120763141,2.625537716923491
2000-07-31,2.6650044700124873,2.2040979309792115,2.656528797913079
2000-08-31,2.837826591152258,2.376289575155893,2.8734577829197203
2000-09-30,2.7049222589361084,2.390200978855185,2.9727869941173686
2000-10-31,2.755302546650378,2.4122304993503727,3.0630110074366534
2000-11-30,2.560807501566061,2.3884668551545687,2.9483231833743364
2000-12-31,2.7809856206326375,2.516316017399444,3.174046556490841
2001-01-31,2.9141956229662576,2.690913697832201,3.358832678130736
2001-02-28,2.762646468339223,2.5667164715217714,3.2230734861147985
2001-03-31,2.614554908546334,2.463316817163958,3.081732211656604
2001-04-30,2.8593993622796647,2.673919624434587,3.3084095416737256
2001-05-31,2.944294147283284,2.705714255385623,3.3255286608153436
2001-06-30,2.829854796268539,2.660510813747199,3.1672626848847028
2001-07-31,2.8077531556247335,2.6291977096940014,3.1017379853881817
2001-08-31,2.667140859797884,2.532715972550664,2.9041473538861484
2001-09-30,2.323195536887921,2.2324762442943964,2.5296519037833995
2001-10-31,2.4074241085984887,2.2996030684342137,2.5490240986198436
2001-11-30,2.6900485240239966,2.5610576660293307,2.8149092461207044
2001-12-31,2.8097099728548005,2.696452964229295,2.8734322906340393
2002-01-31,2.841259630876298,2.656450842690343,2.8927099541821306
2002-02-28,2.8941231264732195,2.5868838609421836,2.879217452270142
2002-03-31,2.980554240135929,2.7633365407994486,2.9595632963558134
2002-04-30,2.7705141849281687,2.6948617884194666,2.832497441833213
2002-05-31,2.7652783683069337,2.689668597775294,2.806409977283956
2002-06-30,2.6092447436620896,2.530709730130682,2.579606326161625
2002-07-31,2.3548814098129442,2.332562510575936,2.279232436530481
2002-08-31,2.3962727057765445,2.4293171945708742,2.3357648891027774
2002-09-30,2.0692243639165486,2.1325492077639825,2.0696730709356497
2002-10-31,2.1566361066244086,2.264058010087498,2.1771753711464945
2002-11-30,2.5955827434033556,2.573869703439849,2.534312780723817
2002-12-31,2.444240561164703,2.373661474204503,2.3931369160563363
2003-01-31,2.3810254790420045,2.341221355470096,2.289938689816746
2003-02-28,2.3902515093033716,2.329934182987433,2.2508809480952046
2003-03-31,2.380809288895948,2.3078281364936157,2.268052699566931
2003-04-30,2.6333951241741085,2.57325310635623,2.484298120286632
2003-05-31,2.9072842973158384,2.798530976374149,2.738887552118666
2003-06-30,2.9791757229216675,2.8012030309073417,2.738245238168081
2003-07-31,3.0618421376900775,2.9539251886049915,2.791502311088854
2003-08-31,3.206486225092181,3.0947990685410875,2.9119977301730553
2003-09-30,3.2031652596589244,3.0339894186570167,2.8697398437407498
2003-10-31,3.431535859794883,3.231733534980573,3.080000320434546
2003-11-30,3.4616332622751584,3.2980823283483005,3.089737523421401
2003-12-31,3.689003740039248,3.5069816019346045,3.2567066179685717
2004-01-31,3.8064393622093604,3.561526093787739,3.3104266124252946
2004-02-29,3.862872719533416,3.6215162841015704,3.360417304234681
2004-03-31,3.7731679409555188,3.6115576644858898,3.2636697465795708
2004-04-30,3.693865761645853,3.4809574533268477,3.129662883185374
2004-05-31,3.759077989020346,3.5881120799802853,3.21741349238474
2004-06-30,3.8209199473151783,3.7321283199874813,3.302796991690153
2004-07-31,3.7108301113366315,3.6341527636817816,3.1154217296048694
2004-08-31,3.7083093755248364,3.666097764293939,3.0977192331196637
2004-09-30,3.7896390302448006,3.677218115499675,3.179523105298529
2004-10-31,3.8504095398521527,3.718624606750858,3.2639402766612777
2004-11-30,4.042857978245484,3.9133782525134158,3.443910396588937
2004-12-31,4.200860935408516,4.022028331340592,3.570980665166247
2005-01-31,4.052008957055072,3.936085422257081,3.430284303068557
2005-02-28,4.1022691317105116,3.940593009064672,3.479784496484154
2005-03-31,4.026303044855626,3.8568596327392557,3.4139914654536394
2005-04-30,3.8990239669025026,3.7133790668641793,3.2974702793564226
2005-05-31,4.067424160724041,3.860355100698527,3.4262758634793724
2005-06-30,4.137193414999094,3.872762406163355,3.50266473802727
2005-07-31,4.368949262994152,4.051792908607912,3.6573638779381175
2005-08-31,4.302669737288512,4.065702353998876,3.602140860843501
2005-09-30,4.230256498554944,4.106375671073047,3.5875308892400017
2005-10-31,4.1111429291361805,4.000937274499621,3.497360123511544
2005-11-30,4.282125317723655,4.147300173112956,3.6767961734983565
2005-12-31,4.353612919312008,4.19388819830889,3.755790729359091
2006-01-31,4.555197516480372,4.288598493877075,3.9884677818651912
2006-02-28,4.5725047968886114,4.269149041030997,4.011406889886791
2006-03-31,4.704042209790581,4.321794399305953,4.125453155451111
2006-04-30,4.693297055540331,4.363025237817066,4.116739994880965
2006-05-31,4.641072925362057,4.154416558782256,3.9624011344053844
2006-06-30,4.60566181172948,4.149067822660275,4.018102403508944
2006-07-31,4.599451432838349,4.068772608640412,4.003196884174516
2006-08-31,4.872329279652106,4.159348049337822,4.102567231929286
2006-09-30,4.9071024918303605,4.236382980733059,4.122859461176661
2006-10-31,5.019590033337673,4.3754994469490125,4.197762064447512
2006-11-30,5.161738017422664,4.439408878955375,4.297356290145681
2006-12-31,5.249110665496865,4.489972576983202,4.305477345745823
2007-01-31,5.320618594406783,4.656163291668678,4.294041922915182
2007-02-28,5.312153704451888,4.620827149109468,4.293237510486951
2007-03-31,5.294235887548152,4.642986413146159,4.3179468934262095
2007-04-30,5.412967288648232,4.956343104932407,4.3908406468837535
2007-05-31,5.581741419563625,5.140012046232386,4.513096214527397
2007-06-30,5.430596486968268,5.056481602116802,4.334656096590834
2007-07-31,5.310698535613647,4.822755546859373,4.1330596622055165
2007-08-31,5.377476040271312,4.882012408580959,4.087504491988769
2007-09-30,5.492161239594155,5.0804473377430535,4.156404567695701
2007-10-31,5.707242190958495,5.216994835112438,4.098135714039933
2007-11-30,5.462834082196865,4.905106883762586,4.025806066451206
2007-12-31,5.273631501960696,4.74507960065563,4.067139036771233
2008-01-31,5.075924695672367,4.384351365891589,3.8423437210718823
2008-02-29,4.944265424017901,4.107913796359125,3.7564851363568903
2008-03-31,4.9061956137125335,4.059234762036159,3.6925872489994944
2008-04-30,5.291659272352333,4.383152834553244,3.962799731932185
2008-05-31,5.448400440492241,4.502412418963675,4.1009249441802735
2008-06-30,4.9532680987478,4.094749845111789,3.6990473464417204
2008-07-31,4.944916134927715,3.951333967867636,3.6614905216678473
2008-08-31,5.020876295094708,4.054869244806927,3.7787230213609204
2008-09-30,4.632175740391608,3.63902659111155,3.3569462518414808
2008-10-31,3.445573660137756,2.9284252530322874,2.670270140919885
2008-11-30,3.105227776793804,2.690202227206708,2.4213907335015152
2008-12-31,3.2253248472495555,3.0116870291794204,2.5002987599798714
2009-01-31,3.010379253463317,2.847888330735472,2.308994047381958
2009-02-28,2.5795334286571743,2.4130528657128334,1.9263174429770598
2009-03-31,2.8297912642733416,2.7167190551823497,2.2102406412024433
2009-04-30,3.314129888409728,3.4043695458166705,2.744056415014183
2009-05-31,3.3848328979846363,3.667367035858331,2.899083900031654
2009-06-30,3.3772361096730084,3.736778000506132,2.9249763594637037
2009-07-31,3.770758299970581,4.141121669194644,3.1283975936717447
2009-08-31,3.9619239186834374,4.320784849158959,3.2306600670070327
2009-09-30,4.225033191782695,4.517168937090337,3.4021026138337596
2009-10-31,4.196373245928787,4.328453220358381,3.2782231945504283
2009-11-30,4.4589954989461615,4.481596358519273,3.4503521751285873
2009-12-31,4.69011220956993,4.671268744880313,3.646392863785268
2010-01-31,4.5284259350353375,4.499615033670707,3.5647550320452086
2010-02-28,4.766422183048945,4.621237262797887,3.733970937749781
2010-03-31,5.064332133313869,5.021221102802554,4.040989168856519
2010-04-30,5.212315203467116,5.209990440977019,4.17273212515515
2010-05-31,4.85693101045632,4.895188186589663,3.8720931013961253
2010-06-30,4.615519566608168,4.627590141703972,3.5830787866422846
2010-07-31,4.953565464671301,4.955810259131282,3.8033742865558535
2010-08-31,4.778439817917293,4.69922587080296,3.6170096356662045
2010-09-30,5.2637317318078285,5.225282110504581,3.973938900052423
2010-10-31,5.32268103119826,5.443375033843977,4.140398833873531
2010-11-30,5.346847509273748,5.4536257702325335,4.276364002352565
2010-12-31,5.803088301753029,5.828673508459825,4.585994519766037
2011-01-31,5.813207162536322,6.043574691049108,4.64857835075712
2011-02-28,6.086608328553913,6.323458856437644,4.791928873732893
2011-03-31,6.111378385860239,6.406834515658828,4.793377392862659
2011-04-30,6.192779916463825,6.586377976504049,4.882881397874493
2011-05-31,6.13144175421821,6.604589425416994,4.794883643744084
2011-06-30,5.931560349879518,6.444594206085558,4.704439369135237
2011-07-31,5.648383315684868,6.168585799885186,4.640878045920949
2011-08-31,5.2927392833658855,5.763835586425964,4.388838367006128
2011-09-30,4.839901617037408,5.246756696864623,4.022954715100346
2011-10-31,5.380480923085963,5.938305406858704,4.562486582435053
2011-11-30,5.2643676213129185,5.944796545517371,4.549771273122262
2011-12-31,5.317335016385372,5.995372346049295,4.494344369706956
2012-01-31,5.580203975343599,6.323193902382101,4.686369961710548
2012-02-29,5.84943725543403,6.577383661451548,4.995258476979309
2012-03-31,5.9389206539359884,6.772456833205442,5.01828303244296
2012-04-30,5.887706277439094,6.658016764308728,5.11151770143752
2012-05-31,5.375935071085764,6.138404331498326,4.8284404843454
2012-06-30,5.47205254365977,6.272314549797037,4.97375786604204
2012-07-31,5.514447127796164,6.344483903835953,4.9692755608038075
2012-08-31,5.771446620970595,6.50455737919173,5.109469538845786
2012-09-30,5.915901113788774,6.717390453388248,5.188958908698094
2012-10-31,5.753690802428693,6.555624254246105,5.087692019691139
2012-11-30,5.697911676039931,6.580067486419314,5.092328347968847
2012-12-31,5.8181384087759325,6.791172259122291,5.2149378652011364
2013-01-31,6.180978648378908,7.323169837188322,5.5281376400114155
2013-02-28,6.25868292386531,7.395553993238459,5.544454088135999
2013-03-31,6.492641272910453,7.706218019303653,5.754284455006171
2013-04-30,6.613331022936509,7.840380652522234,5.769235826955841
2013-05-31,6.819403230268705,8.020105452921905,5.967825793641743
2013-06-30,6.691534000156809,7.820056977548021,5.987674299525154
2013-07-31,7.102446291826315,8.157899706676929,6.178882102648569
2013-08-31,6.873045795719169,8.035428713045665,5.96609779078263
2013-09-30,7.193019715328759,8.407250812097985,6.157643479051754
2013-10-31,7.589675977064076,8.804276897772183,6.475804293691288
2013-11-30,7.787605791433369,9.1059902488204,6.621468172152588
2013-12-31,7.9778000681969745,9.340413822458798,6.784409098626464
2014-01-31,7.640976394037931,9.073864346741903,6.522514734851147
2014-02-28,8.08786773889323,9.601331652164754,6.819116253446828
2014-03-31,8.09732158301032,9.750357173137472,6.837546449792284
2014-04-30,8.183184105987307,9.784059325130043,6.9082926241044325
2014-05-31,8.33464822392165,9.95055994879808,7.037037781601659
2014-06-30,8.592661450515763,10.162697116661894,7.306256029601526
2014-07-31,8.535133108507722,9.837578142694577,7.172217098206775
2014-08-31,9.023309175042893,10.242590915457496,7.442565895300779
2014-09-30,8.651629099288623,10.051557070756784,7.336596891057779
2014-10-31,8.976296088531898,10.41618763873003,7.475783329187099
2014-11-30,9.141029821506631,10.7648912897571,7.572978031631653
2014-12-31,9.17101227829751,10.810896985015429,7.569785297290929
2015-01-31,8.93478615282076,10.6624137114031,7.3450322493994955
2015-02-28,9.51455811692027,11.157738448326855,7.593000699752166
2015-03-31,9.407151260490812,10.881960776797673,7.546143745335389
2015-04-30,9.297242324473249,10.90292939318161,7.5609890265290876
2015-05-31,9.376668987354664,10.96695344218522,7.725627133548243
2015-06-30,9.268333431509909,10.883386151869338,7.5991317393519955
2015-07-31,9.425449279151698,10.997268041160638,7.784543856507432
2015-08-31,8.8518727049768,10.51281643485402,7.3297403242586805
2015-09-30,8.76790769072397,10.249569014876135,7.080070976162965
2015-10-31,9.242495095322248,10.890234313357894,7.5416676982954405
2015-11-30,9.392769976856016,10.64078793078858,7.582678136890411
2015-12-31,9.158358657290458,10.341236247115978,7.4421085997292185
2016-01-31,8.507702402166483,9.619301166827004,6.872658881668297
2016-02-29,8.679188799220091,9.746618510700358,6.995659358240768
2016-03-31,9.49189853138559,10.659441700937,7.645700490216424
2016-04-30,9.661469627089527,10.74663028247211,7.735843878497678
2016-05-31,9.72461287512675,10.743799894244246,7.793699061148365
2016-06-30,9.782185247605357,10.725824564694275,7.795119072890431
